numParks,code,meanHouseholdIncome,totalPopulation,populationDensity,race.white,race.black,race.americanIndianOrAlaskanNative,race.asian,race.nativeHawaiianOrPacificIslander,race.otherRace,race.twoOrMore
1,73078,103253,11607,118.4687015,10127,79,325,282,0,300,494
0,73079,64142,471,8.571961819,460,0,0,0,0,0,11
7,73080,77064,9523,85.6351551,8082,177,679,0,13,107,465
0,73082,71012,3332,19.57911473,3040,4,191,0,0,16,81
1,73084,56579,6763,385.8859748,1800,3957,86,10,0,138,772
3,73086,67883,8695,46.98787718,6650,62,1023,54,0,64,842
1,73089,100275,13185,109.4674837,11640,16,578,72,0,59,820
0,73090,86479,1223,19.85350171,1056,89,19,0,0,6,53
0,73092,57043,973,16.09957623,757,0,132,13,0,2,69
0,73093,80281,3200,49.53818727,2622,3,190,86,0,72,227
0,73095,80429,2029,27.14316408,1770,20,121,0,0,5,113
11,73096,71269,13853,65.38966967,11764,419,296,170,5,301,898
0,73097,98247,137,240.9793814,137,0,0,0,0,0,0
0,73098,62625,4553,31.00746761,3714,189,206,0,0,0,444
12,73099,89931,70417,474.0083602,57915,1768,1894,2582,0,1392,4866
9,73102,89213,4402,4865.069357,2408,1000,296,162,14,128,394
6,73103,86480,4818,3688.034188,3984,454,51,93,4,45,187
5,73104,91738,2445,1097.62533,1278,693,62,260,0,12,140
5,73105,63412,5445,1171.049674,1817,2823,38,236,0,26,505
7,73106,65503,13331,4332.057416,8949,1276,502,940,11,907,746
11,73107,57448,24965,3392.642739,18818,1491,884,616,0,1979,1177
8,73108,38429,14583,2042.581504,10682,1200,617,53,19,1067,945
17,73109,42618,22731,3794.030951,17108,1016,575,69,0,2824,1139
15,73110,54084,33460,3059.473635,19769,9723,1371,301,4,314,1978
12,73111,43412,12149,1367.181154,1309,9767,104,94,0,43,832
12,73112,66707,33622,4015.442512,22873,3037,945,2129,134,2204,2300
5,73114,48767,18659,1854.390633,6277,9107,756,320,44,690,1465
4,73115,54444,20971,3467.420662,14362,4208,436,388,7,386,1184
8,73116,152188,9236,1699.963208,7621,437,299,319,0,78,482
8,73117,40033,5892,800.9566425,795,4604,45,15,0,54,379
10,73118,85562,13820,2730.583501,9258,1977,354,751,0,365,1115
7,73119,43200,32479,5161.699325,21750,1976,1188,227,99,4895,2344
12,73120,83659,35500,3144.947169,22353,7281,946,811,94,1150,2865
0,73121,78945,3386,304.1745541,1085,2143,17,70,6,0,65
1,73122,62247,13184,3973.437972,8853,1983,311,417,29,868,723
12,73127,50051,25545,1983.605207,16611,4042,799,855,0,1285,1953
1,73128,79626,4669,635.978195,3647,0,85,662,0,59,216
14,73129,46228,20484,1599.586711,14913,2593,853,83,0,1302,740
15,73130,72908,20412,1953.275723,14264,3549,886,282,0,336,1095
0,73131,141982,3578,261.6037265,2675,365,132,177,0,9,220
5,73132,72696,28452,3536.053512,17962,5470,770,1731,5,1020,1494
0,73134,64497,5255,1044.067797,3367,827,110,387,0,30,534
2,73135,70246,22282,1771.268335,11540,6514,611,1213,33,605,1766
4,73139,55747,17900,3939.041096,13163,1374,1009,324,28,1091,911
3,73141,52020,2611,253.7452312,1583,612,70,20,0,110,216
5,73142,115661,14874,1094.897229,10492,1752,450,848,0,365,967
0,73145,72135,3180,490.7312049,2380,314,85,112,0,66,223
2,73149,47094,5299,884.3809524,3796,316,104,117,0,481,485
1,73150,106943,5083,243.3731123,4164,214,122,193,15,29,346
0,73151,233261,1850,500.8659508,1533,157,43,48,0,24,45
4,73159,61625,33047,2478.360281,23393,2334,1210,2082,134,1473,2421
11,73160,75492,59509,2389.190633,46321,3633,2346,1275,11,1002,4921
3,73162,92210,29084,3986.500072,21026,4106,553,1926,22,228,1223
0,73165,117194,6376,145.3158224,5197,170,179,311,0,114,405
0,73169,83855,2502,268.1715576,2195,19,100,0,0,0,188
7,73170,99329,38138,1686.453214,28901,2120,1451,3049,23,679,1915
0,73173,129281,3292,80.00246351,2469,131,48,140,0,17,487
0,73179,102381,5717,250.7729862,4436,390,106,337,17,99,332
9,73401,67511,35731,106.2053195,25545,2665,2924,587,20,529,3461
0,73425,24233,34,60.78147612,34,0,0,0,0,0,0
0,73430,70276,1533,12.91328553,1296,0,87,0,0,5,145
0,73432,57581,1143,16.47580222,799,12,99,0,0,9,224
0,73433,77167,2817,16.77929844,2408,78,137,0,0,6,188
0,73434,52630,615,7.051275585,509,0,12,0,6,0,88
0,73437,51095,110,8.272769445,92,0,12,0,0,0,6
0,73438,64287,3519,42.75534442,3178,36,111,0,0,17,177
0,73439,56734,7460,57.79398786,5985,91,437,2,0,169,776
0,73440,55705,403,34.11038738,343,0,0,0,0,0,60
0,73441,37468,200,44.72756845,136,0,46,0,0,0,18
0,73442,98119,418,5.313140091,350,0,16,10,0,11,31
0,73443,60341,3987,68.0523918,3115,146,450,24,0,0,252
0,73444,35511,121,3.84028359,62,59,0,0,0,0,0
3,73446,59208,8642,34.86093772,5263,192,713,32,0,1744,698
0,73447,56492,1378,13.2674183,996,3,92,0,0,27,260
0,73448,59152,6206,26.98554146,5087,247,349,44,0,220,259
0,73449,66476,3038,79.42670248,2543,13,383,0,0,0,99
0,73450,62311,1304,13.285217,921,13,110,4,0,5,251
0,73453,72184,490,9.35743711,421,2,25,0,0,0,42
0,73455,46467,611,74.13527209,387,0,75,0,0,5,144
0,73456,52054,1981,8.156261753,1721,2,162,0,0,1,95
0,73458,70922,1032,9.060712484,810,54,54,0,0,0,114
0,73459,57618,1090,32.59054529,990,14,29,0,0,4,53
0,73460,47760,4766,29.58148462,3585,134,274,0,22,42,709
0,73461,53380,755,13.08857425,528,45,27,0,0,19,136
0,73463,68834,3264,17.18585861,2908,25,150,21,0,14,146
0,73481,50618,954,12.90867574,745,53,72,4,3,20,57
0,73487,32797,159,20.19147084,13,138,3,0,0,0,5
0,73491,64166,657,41.64019636,562,0,37,0,0,14,44
21,73501,50309,19953,178.4192405,11035,4179,1530,261,183,844,1921
0,73503,57321,10995,130.440456,7366,2049,17,387,102,358,716
36,73505,71870,48585,901.389844,27338,10543,2253,1780,192,1488,4991
23,73507,68675,22787,111.9374832,15068,2883,1239,525,25,301,2746
0,73520,68420,151,14.05792999,127,4,3,1,0,14,2
14,73521,64621,20616,117.7245151,14533,1685,322,318,15,2421,1322
0,73526,70798,2170,25.98905852,1748,19,46,13,0,98,246
3,73527,94565,4998,63.41284404,3830,175,433,47,0,28,485
0,73528,65357,600,7.872192637,486,0,31,2,6,1,74
0,73529,60994,5158,24.61436421,4529,12,312,27,0,40,238
0,73530,68907,537,3.304524657,345,43,17,0,0,95,37
0,73531,68726,345,5.047834844,316,5,3,0,0,0,21
0,73532,64603,479,4.26196903,409,5,14,0,0,22,29
6,73533,63267,27748,85.66986641,22248,698,1375,132,41,1817,1437
0,73537,52417,514,3.625844433,415,7,11,0,0,48,33
0,73538,86361,5447,58.44042202,4311,365,302,58,0,64,347
0,73539,71322,162,3.030935002,130,0,11,0,0,15,6
0,73540,66830,612,7.917042381,493,40,42,2,0,2,33
0,73541,67040,2927,37.20206013,2534,73,92,20,12,11,185
3,73542,54293,4377,14.02996311,2756,343,90,16,0,905,267
0,73543,60131,1660,26.75436072,1229,59,151,11,1,82,127
0,73544,79064,226,2.078840814,147,1,0,0,0,53,25
0,73546,54128,1018,9.141025546,612,108,45,0,0,108,145
0,73547,52845,2280,18.98283441,1633,221,197,0,0,74,155
0,73548,31944,353,10.22176705,346,0,2,0,0,0,5
0,73549,72209,178,3.997677026,169,0,4,0,0,0,5
0,73550,61918,2352,11.69084419,1501,253,12,20,0,397,169
0,73551,52872,60,5.926331145,56,0,0,0,0,4,0
0,73552,74130,1559,14.13675469,1143,15,150,6,0,11,234
0,73553,105464,68,1.065579467,68,0,0,0,0,0,0
2,73554,49871,3244,8.902486489,2669,159,2,0,0,147,267
0,73555,43043,171,10.7917297,103,27,41,0,0,0,0
0,73556,51603,147,115.1178918,98,0,11,0,0,16,22
0,73557,88406,401,183.1831832,387,0,3,3,0,1,7
0,73559,47458,593,5.154983628,493,4,4,0,0,25,67
0,73560,60423,889,6.192158591,578,0,0,0,0,201,110
0,73562,97032,618,7.566253724,598,0,8,0,0,6,6
0,73564,69607,433,2.892525106,385,7,9,0,0,12,20
0,73565,45241,979,5.540362965,799,19,47,0,0,72,42
0,73566,51604,1721,15.0772778,1413,121,26,4,9,51,97
0,73567,51640,671,186.5105183,504,0,46,7,0,5,109
0,73568,46154,946,12.91831515,762,105,15,0,0,30,34
0,73569,50771,524,7.244714866,376,4,35,0,0,94,15
0,73570,58156,1035,9.105880074,766,41,9,0,0,107,112
0,73571,123096,90,0.694882629,67,0,0,0,0,23,0
1,73572,59286,3734,13.38021291,2809,23,541,0,0,36,325
0,73573,76359,2608,11.92713739,2269,56,128,0,0,12,143
7,73601,63591,10092,76.94721506,7149,436,624,182,0,798,903
0,73620,68482,1572,9.651994665,1363,11,92,0,5,3,98
0,73622,43319,241,4.928755397,217,0,0,0,0,0,24
0,73624,64175,2410,211.8275316,1895,111,11,0,0,68,325
0,73625,72504,633,4.142737497,601,0,0,0,0,5,27
0,73626,60468,1131,9.832007686,1084,11,18,0,0,0,18
0,73627,50874,590,6.197205337,523,0,2,0,2,45,18
0,73628,69004,1519,4.262423092,1362,1,36,0,0,76,44
3,73632,60176,3189,16.95677085,3049,22,58,0,0,33,27
0,73638,73015,207,1.044240499,207,0,0,0,0,0,0
0,73639,50690,611,4.071363839,509,0,6,0,0,23,73
0,73641,52261,530,17.88438519,475,0,4,0,0,8,43
0,73642,85323,144,1.922049089,142,0,0,0,0,2,0
9,73644,70777,14225,74.17602584,12454,344,382,69,13,616,347
0,73645,63456,1408,5.365128756,1121,6,1,0,0,81,199
0,73646,101151,390,3.34296758,365,0,25,0,0,0,0
0,73647,77962,521,4.813042511,482,0,4,8,0,16,11
0,73650,110054,1171,5.300904272,773,8,176,0,0,0,214
5,73651,45561,3969,20.41558243,3102,159,70,53,0,292,293
0,73654,105354,872,2.542579397,762,0,14,3,0,2,91
0,73655,60890,841,5.474209756,722,11,17,0,0,28,63
0,73658,83164,217,3.177746,196,0,16,0,0,0,5
0,73659,108273,184,1.101116946,174,0,10,0,0,0,0
0,73660,48891,333,3.412508829,311,0,5,0,0,0,17
0,73661,68647,421,6.229882671,404,0,7,0,0,0,10
2,73662,68425,6411,15.67488443,5072,594,135,7,0,242,361
0,73663,72437,1413,9.829532876,1183,0,132,3,0,3,92
0,73664,64378,1123,9.065919341,938,2,28,0,0,122,33
0,73666,88478,256,2.38186606,254,0,2,0,0,0,0
0,73667,63821,544,3.391409304,484,8,34,0,0,0,18
0,73669,70936,1617,12.16633376,1407,3,62,0,0,8,137
0,73673,54099,287,2.543940796,278,0,0,0,0,6,3
12,73701,56776,24987,170.9010747,17838,807,585,25,2174,1924,1634
17,73703,81280,28866,246.4141196,25405,578,523,529,0,346,1485
0,73705,NA,317,604.0723982,255,33,0,0,0,13,16
0,73716,73225,628,4.038868167,624,0,4,0,0,0,0
2,73717,69640,7018,10.41701537,6100,276,109,104,0,36,393
0,73718,73830,527,7.016610179,526,0,0,0,0,1,0
0,73719,75359,97,1.890230016,89,0,0,0,0,0,8
0,73720,59238,123,4.597741034,118,0,0,0,0,5,0
0,73722,122821,423,2.520333841,408,0,4,0,0,0,11
0,73724,65961,1125,7.779760854,997,0,67,0,0,0,61
0,73726,60468,469,4.440012793,424,0,1,0,0,33,11
0,73727,77878,175,7.045226661,175,0,0,0,0,0,0
0,73728,88504,2048,8.155877622,1896,6,7,0,0,71,68
0,73729,71701,512,10.10701546,456,0,14,0,0,2,40
0,73730,74890,737,12.80240001,722,0,7,0,0,0,8
0,73731,72508,102,4.516520958,92,0,9,0,0,0,1
0,73733,75529,325,4.288847057,301,0,0,0,0,22,2
0,73734,80689,780,10.28562615,587,59,38,0,0,43,53
0,73735,81353,717,19.35374342,648,0,34,0,0,2,33
0,73736,87750,736,6.424949016,714,10,8,0,0,0,4
0,73737,65656,3549,10.39364342,3172,32,144,18,0,37,146
0,73738,52474,1061,11.0309138,930,5,12,2,0,22,90
0,73739,70788,332,7.588220778,322,0,6,0,0,0,4
0,73741,70953,1583,15.21952323,991,175,86,0,0,75,256
0,73742,80252,4345,16.40962263,3485,3,177,32,0,552,96
0,73743,87624,104,21.95824334,104,0,0,0,0,0,0
0,73744,62737,161,2.934872218,117,0,2,0,0,5,37
0,73746,27836,45,72.54901961,45,0,0,0,0,0,0
0,73747,76740,334,6.808734292,331,0,3,0,0,0,0
0,73749,73043,461,5.661354934,434,0,4,0,0,0,23
3,73750,87148,7416,26.43640962,6401,133,136,28,0,409,309
0,73753,98446,471,7.192807193,447,1,0,0,0,0,23
0,73754,65544,1015,29.51968892,955,13,7,0,0,23,17
0,73755,65052,759,12.26952278,641,0,80,0,0,0,38
0,73756,78151,383,4.276255846,372,0,2,0,0,0,9
0,73757,110304,272,5.137233398,272,0,0,0,0,0,0
0,73758,55911,129,2.094229706,124,0,0,0,0,0,5
0,73759,64135,1386,3.862893591,1300,7,15,3,4,2,55
0,73760,54370,418,7.897434174,395,0,5,0,0,3,15
0,73761,66614,306,3.900810776,300,0,0,0,0,0,6
0,73762,84578,2114,11.47028154,1953,12,59,6,0,17,67
0,73763,55282,1624,8.143175387,1438,0,59,0,0,30,97
0,73764,74535,196,2.895112487,188,0,0,0,0,8,0
0,73766,78662,1377,7.17512275,1241,9,23,2,0,34,68
0,73768,82451,1769,11.9629819,1451,0,54,49,0,186,29
0,73771,53625,365,3.665526281,339,3,3,1,0,6,13
2,73772,68637,3978,25.04174306,2888,364,295,0,0,237,194
0,73773,72675,1827,16.40454511,1719,50,28,2,0,0,28
6,73801,76406,15399,31.75304853,13903,121,156,34,0,556,629
0,73832,76847,996,2.027963632,921,0,9,25,0,1,40
0,73834,65482,1673,4.027266778,1607,1,12,0,0,43,10
0,73835,68944,249,2.225888014,249,0,0,0,0,0,0
0,73838,85141,420,3.210473649,311,0,9,0,9,9,82
0,73840,63947,708,3.988225788,666,0,1,2,0,29,10
0,73841,57090,1275,39.26347861,850,143,117,0,0,31,134
0,73842,73744,596,1.132450908,576,0,4,2,0,6,8
0,73843,52179,889,2.755078799,784,0,12,0,0,5,88
0,73844,79844,241,0.791458137,223,10,4,0,0,0,4
0,73848,60202,2155,3.54225403,1925,0,5,0,0,167,58
0,73851,63508,126,1.627604167,126,0,0,0,0,0,0
0,73852,76247,2193,5.046391867,2127,0,29,5,2,0,30
0,73853,88814,554,2.879807911,543,0,9,0,0,0,2
0,73855,50681,87,0.784307922,63,0,2,0,0,22,0
0,73857,94159,821,9.865243622,726,0,50,17,0,7,21
0,73858,65492,1583,6.707059321,1464,7,71,0,0,25,16
0,73859,66247,1356,7.733898754,1269,0,2,0,0,0,85
0,73860,63600,1288,3.95714328,1181,0,24,0,0,11,72
0,73901,58216,199,12.5120308,78,0,0,0,0,84,37
0,73931,66872,437,1.985950375,385,0,0,2,0,33,17
0,73932,61599,2283,3.763645915,1851,21,16,0,0,347,48
0,73933,68436,1548,1.631199061,1521,4,3,6,0,13,1
0,73937,52508,185,0.987409107,176,0,3,0,0,2,4
0,73938,52066,773,3.941359037,681,0,36,0,0,46,10
0,73939,57031,1638,5.096426188,1305,55,88,46,5,99,40
10,73942,58491,13127,20.77802499,7442,450,17,644,0,4026,548
0,73944,56596,443,1.736421897,280,0,34,1,0,108,20
0,73945,70845,2935,7.485988065,2256,9,79,0,0,501,90
0,73946,30164,42,0.250357455,42,0,0,0,0,0,0
0,73947,55535,385,1.429280878,381,0,2,0,0,2,0
0,73949,57925,1635,2.433182671,1250,0,0,0,0,353,32
0,73950,69932,1444,7.956769442,1026,0,15,0,0,357,46
0,73951,74086,1115,11.90538299,859,0,34,0,0,106,116
0,74001,46285,315,61.15647392,242,0,31,0,0,7,35
0,74002,66324,1895,16.14789897,1399,5,241,11,0,0,239
3,74003,57062,14230,116.811359,10508,861,1463,194,6,136,1062
3,74006,89209,26900,289.9317675,21512,471,1857,1003,10,496,1551
6,74008,105439,29686,283.5340453,23966,643,1400,584,0,380,2713
5,74010,62029,10809,31.95036907,8212,502,1426,0,0,25,644
6,74011,102699,28423,1075.479672,23356,806,1056,521,42,209,2433
20,74012,87523,62622,2322.875025,47334,3164,2507,3355,15,828,5419
4,74014,90879,41314,328.5415677,31521,1525,2716,1128,3,827,3594
5,74015,79048,8977,141.5705483,6564,148,1157,23,0,147,938
0,74016,58985,5842,40.08945858,3831,8,1285,29,26,10,653
3,74017,66827,28232,194.36247,20181,333,4352,244,19,406,2697
0,74019,89468,18348,160.1568172,13789,186,2536,137,0,151,1549
2,74020,64570,7293,106.9595566,5876,63,639,43,0,19,653
3,74021,82976,20226,252.0106849,15788,225,1299,605,0,250,2059
0,74022,70047,1751,14.87566983,1235,4,410,5,0,3,94
5,74023,57952,11534,66.71098535,9677,406,591,82,0,58,720
0,74026,54917,947,366.6121113,836,20,54,0,0,0,37
0,74027,57843,1103,11.01345486,703,3,209,6,9,19,154
0,74028,56815,1686,18.49830358,1361,32,229,0,0,0,64
2,74029,63055,4833,99.02863874,3886,28,583,0,0,123,213
0,74030,52713,3696,56.03817093,3185,68,323,23,0,21,76
0,74032,67058,2308,21.50402171,2076,2,60,0,0,8,162
5,74033,78577,12477,853.7466398,9405,232,1048,237,0,82,1473
0,74034,33811,117,46.54049023,95,0,4,0,0,0,18
1,74035,51014,4252,18.94065124,2379,391,918,0,0,84,480
0,74036,74375,7200,54.75998796,5598,31,633,167,17,28,726
10,74037,110672,18653,1055.567161,14354,626,891,1434,0,52,1296
0,74038,58321,2268,23.26973902,1843,12,230,0,1,0,182
0,74039,61164,3768,57.68230362,3176,4,335,5,0,0,248
1,74041,78483,2652,275.9962431,2054,17,378,5,9,19,170
0,74042,49152,410,9.462395738,213,7,121,4,0,0,65
6,74044,61662,7332,91.49535481,6122,56,828,6,9,29,282
0,74045,62706,352,6.939640745,300,0,15,2,2,0,33
0,74046,53796,133,133.2560834,120,0,13,0,0,0,0
0,74047,77618,7607,72.03845806,5855,110,930,16,3,66,627
2,74048,51853,6068,29.17945942,4010,184,980,4,8,127,755
0,74050,37890,291,1318.367347,162,4,51,0,0,0,74
0,74051,75188,2072,56.58078512,1502,8,443,0,0,0,119
0,74052,43442,992,81.1052306,918,1,64,0,0,0,9
0,74053,87714,4677,109.2045656,3481,34,650,138,0,44,330
0,74054,48018,848,29.65669911,677,0,57,0,0,13,101
5,74055,96706,46460,757.095322,36648,1256,3152,1065,44,1026,3269
7,74056,49704,5189,8.754289143,3110,88,1372,8,0,123,488
0,74058,63146,3906,16.53415532,2780,93,772,15,0,19,227
0,74059,59505,5789,47.42028785,4884,302,281,8,0,51,263
0,74060,42392,464,40.47799959,398,0,34,0,0,0,32
0,74061,66564,2305,22.82682124,1403,18,638,0,0,3,243
0,74062,76702,938,35.64061062,835,0,38,5,0,0,60
12,74063,73916,31608,219.5041128,25807,581,2653,184,16,367,2000
21,74066,72023,33432,245.0106492,26018,816,3676,286,0,331,2305
0,74068,NA,2,145.6692913,2,0,0,0,0,0,0
8,74070,73019,15092,73.88585039,11195,154,1960,54,0,140,1589
0,74071,45332,136,24.00960384,110,3,23,0,0,0,0
0,74072,61582,1832,16.04481238,1377,46,203,0,0,5,201
0,74073,76204,5749,109.2422625,3971,84,626,218,0,65,785
14,74074,70496,32132,221.4784965,26177,1504,1393,1301,4,97,1656
5,74075,54533,26039,257.8045672,19780,825,1038,1995,10,350,2041
0,74078,NA,2306,9483.471074,1699,208,147,129,49,0,74
0,74079,66942,4268,25.66557257,3592,40,356,26,11,10,233
0,74080,87318,3068,28.25411727,2378,3,361,88,0,13,225
0,74081,58433,2022,53.9294836,1680,0,174,0,0,0,168
0,74082,46654,56,1407.894737,47,0,3,0,0,0,6
0,74083,66455,1001,9.854052969,805,13,76,0,2,0,105
0,74084,48050,512,10.33081643,383,0,75,0,0,0,54
0,74085,52254,2016,27.8049357,1806,0,73,3,8,0,126
2,74103,146309,2151,4722.807018,1356,467,173,20,0,43,92
5,74104,62598,11186,4672.787367,8658,640,530,488,17,203,650
7,74105,105960,25469,3633.588831,19501,2236,971,358,0,275,2128
13,74106,39392,17919,2330.076578,3313,11059,619,29,73,818,2008
19,74107,56114,19961,756.4142435,13492,2213,1306,179,106,529,2136
4,74108,60627,7608,919.1311817,4955,625,536,285,0,662,545
11,74110,37412,14546,2511.321392,5852,3166,919,65,0,3325,1219
6,74112,55446,20648,3050.737463,14748,2012,1154,278,0,882,1574
4,74114,123208,16530,3254.537954,14076,543,642,254,0,128,887
11,74115,43434,23413,1465.129646,13556,3586,1143,64,11,2566,2487
1,74116,50622,3863,216.3876064,2016,486,263,107,6,568,417
3,74117,NA,45,7.131732109,45,0,0,0,0,0,0
8,74119,57917,3113,4524.777637,2398,246,129,122,6,33,179
10,74120,80417,4864,2315.986873,3494,268,273,99,0,221,509
5,74126,43863,10665,442.3205342,2716,5989,418,88,0,371,1083
14,74127,50704,15560,704.0929431,8561,4335,817,28,4,290,1525
8,74128,53449,13253,3429.65368,8817,1461,689,268,0,1143,875
5,74129,55432,19679,4553.87569,12395,3070,1060,685,0,1341,1128
4,74130,49063,1985,508.4954445,801,739,50,74,0,194,127
0,74131,77736,2757,278.8384244,2165,13,372,21,0,13,173
6,74132,96773,9200,619.3447738,6859,408,496,414,0,109,914
11,74133,85885,46368,3155.31652,33440,4723,1651,3002,10,756,2786
5,74134,71448,15899,1367.204496,9631,1853,827,963,8,1564,1053
7,74135,73155,20424,3423.006796,15461,1510,1107,482,0,292,1572
5,74136,76570,31183,3799.406014,20332,4539,1343,2488,12,320,2149
6,74137,145082,28320,2492.446252,22820,1250,824,2001,0,230,1195
4,74145,63830,18541,2865.942029,12062,2750,729,468,162,893,1477
10,74146,45976,16163,3050.787402,10059,1688,595,574,117,2164,966
3,74301,57606,11505,29.87733637,7279,460,2526,91,17,96,1036
0,74330,74867,2989,29.72674892,2114,14,426,0,39,28,368
0,74331,60957,7223,64.59019311,5299,0,1391,44,30,5,454
0,74332,65362,1860,28.80556245,1488,3,239,2,0,0,128
0,74333,58360,1135,13.61902425,832,8,238,7,1,8,41
0,74337,57294,4845,55.02272678,3617,17,485,20,5,12,689
0,74338,52741,5547,33.0456911,3301,35,1502,104,7,58,540
3,74339,41526,2550,758.2193774,1759,23,312,0,3,233,220
0,74340,47216,206,172.6818434,161,0,19,0,0,0,26
0,74342,44151,2894,39.17710676,1719,33,818,78,0,17,229
0,74343,52314,3121,48.15159988,2232,5,642,0,4,5,233
4,74344,65250,15437,160.9721772,12008,69,1929,94,11,192,1134
0,74346,49658,7690,35.46335964,4134,32,1926,116,10,121,1351
0,74347,53534,2489,73.64385118,1456,10,841,40,3,0,139
0,74349,36435,301,229.2718097,221,0,73,0,0,0,7
0,74350,40946,698,145.5589328,489,8,80,3,31,21,66
0,74352,59119,6515,52.00513706,4034,62,1319,9,5,17,1069
11,74354,54832,17773,100.262743,11780,304,2940,151,184,354,2060
0,74358,39901,225,2177.419355,122,2,53,0,1,11,36
0,74359,40922,676,69.90622336,194,16,335,14,0,2,115
0,74360,44771,28,4.822650902,25,0,0,0,0,0,3
6,74361,64281,16838,95.26343178,11407,70,3042,120,65,139,1995
0,74363,59379,2850,42.50815769,1969,8,600,40,0,15,218
0,74364,54459,1883,18.38331845,964,0,676,15,3,14,211
0,74365,54815,4593,71.31592536,2032,16,1638,20,0,1,886
0,74366,47072,1475,40.02280811,940,1,310,2,0,0,222
0,74367,56311,462,32.01352531,331,0,113,0,0,0,18
0,74368,67562,109,104.2780749,72,0,22,0,0,0,15
0,74369,57662,2011,7.880589187,1486,5,342,22,0,0,156
0,74370,54351,3486,32.52623157,2330,9,861,35,0,57,194
11,74401,57275,15950,144.4082698,7550,4251,2271,111,21,330,1416
6,74403,60189,30374,269.8695866,17913,1888,5521,224,0,1574,3254
0,74421,64998,4954,34.82000469,3381,267,517,22,0,30,737
0,74422,76094,839,12.61520561,423,198,86,0,0,14,118
0,74423,60687,957,15.98592066,616,0,218,0,0,27,96
0,74425,56153,1377,75.78535631,1075,69,51,7,12,0,163
3,74426,51619,9369,44.68165843,6481,353,1406,7,0,41,1081
0,74427,62576,1156,34.93129925,694,5,327,0,0,0,130
0,74428,69441,1383,14.52593093,1069,110,118,0,0,2,84
7,74429,75870,15380,167.0096656,11993,473,1154,111,30,271,1348
0,74430,62898,477,91.68875721,409,0,3,7,0,0,58
0,74431,50400,921,250.7511609,588,17,168,0,0,5,143
0,74432,57072,9647,45.2370879,7055,126,1384,21,0,0,1061
7,74434,73286,8662,100.4509046,5191,76,2635,7,0,55,698
0,74435,63924,3328,49.00678555,2084,82,654,0,1,38,469
0,74436,80539,5368,36.94514977,3857,247,787,88,0,94,295
2,74437,53501,9683,50.07668712,6711,256,1380,0,18,32,1286
0,74438,64287,130,20.81736909,78,0,26,0,0,0,26
0,74441,55638,6119,38.5883098,3222,25,2276,11,0,66,519
0,74442,58431,876,15.33563368,622,17,49,1,0,6,181
1,74445,63308,2986,39.3625848,2174,75,411,0,0,7,319
0,74446,48698,501,548.6725664,253,28,139,7,0,4,70
7,74447,57936,16096,75.15542272,8916,2472,2652,136,0,56,1864
0,74450,67546,1750,27.17596016,1197,43,364,13,0,6,127
0,74451,58349,4255,58.02893995,2594,3,1081,0,0,70,507
0,74452,58828,374,18.17203888,217,4,147,0,0,0,6
0,74454,67256,3300,29.1726315,2356,102,474,3,0,58,307
0,74455,46257,3265,27.60055236,2378,0,450,4,13,8,412
0,74456,60009,214,201.3039935,130,32,23,0,0,0,29
0,74457,52925,332,8.590604027,122,0,137,0,0,0,73
0,74458,46080,81,107.9295154,12,40,0,0,0,3,26
0,74459,57088,75,54.43037975,14,40,0,0,0,0,21
0,74460,41753,185,316.2011173,156,3,17,0,0,0,9
1,74462,53741,7648,31.75326403,5547,66,786,87,3,69,1090
0,74463,36761,2176,919.4934419,1233,454,262,6,0,57,164
6,74464,57510,31584,106.1906643,15271,563,10700,329,136,885,3700
2,74467,57991,15285,96.72009546,10671,896,1919,52,31,116,1600
0,74468,50891,282,87.34639655,223,0,37,0,0,0,22
0,74469,46529,2528,58.04114018,1725,95,470,5,0,44,189
0,74470,60012,1587,20.59385225,1008,0,371,17,0,41,150
0,74471,54050,1708,37.27402622,776,13,683,16,0,0,220
0,74472,62012,679,41.22637297,494,0,43,3,0,3,136
0,74477,NA,9,135.1351351,9,0,0,0,0,0,0
9,74501,65171,27747,52.55318495,20360,1020,1640,120,48,281,4278
0,74521,62711,226,22.69637067,151,0,54,3,0,0,18
0,74522,56272,295,420.5378973,209,5,3,0,0,0,78
0,74523,55284,5756,27.64660977,4339,57,691,26,6,12,625
0,74525,54349,9515,24.22302817,6882,350,1011,99,9,49,1115
0,74528,65073,214,5.161519979,161,0,6,0,0,0,47
0,74530,47622,137,11.1191936,101,0,1,0,0,6,29
0,74531,62166,935,8.258229069,694,29,152,0,0,0,60
0,74533,61444,873,20.52261355,657,0,96,0,0,9,111
0,74534,48242,143,8.640951196,120,0,0,0,0,0,23
0,74535,22397,63,20.01588562,59,0,0,0,0,0,4
0,74536,48036,1586,6.143921358,1073,0,301,0,8,21,183
0,74538,62791,4126,11.66877353,2847,9,409,14,0,83,764
0,74540,39834,184,4.319545945,126,0,45,0,0,0,13
0,74543,74401,386,2.746192441,257,0,62,0,0,0,67
0,74546,44994,744,518.5651353,473,0,37,0,0,0,234
5,74547,61398,3472,33.23831188,2257,72,278,12,5,0,848
0,74549,54981,74,1.974744063,33,0,41,0,0,0,0
0,74552,50995,1128,10.70525144,782,48,127,0,0,8,163
0,74553,58218,1274,19.02797828,903,36,96,0,0,4,235
0,74554,51551,1741,367.003367,1164,19,71,0,6,23,458
